method, of, time, iterations, sol
heu, 252326.696, 2086.75715303421, 1, 16 12 15 16 19 14 19 8 6 20 10 17 16 7 28 28 29 9 11 8 6 10 18 10 27 14 26 6 17 20 23 11 19 16 30 15 15 15 6 13 21 19 13 28 13 13 25 27 22 21 16 19 5 27 25 26 14 24 18 24 26 27 14 27 25 21 9 28 9 28 6 18 6 15 12 29 23 27 23 27 22 20 28 13 16 23 17 28 16 7 22 13 27 12 23 25 15 29 9 30 13 23 12 6 24 16 15 16 24 6 19 9 13 23 10 20 8 15 8 13 12 17 6 14 19 15 30 22 13 23 15 19 27 23 16 15 16 14 14 19 8 21 19 8 10 12 27 7 12 5 26 8 26 15 27 9 10 16 20 28 13 19 12 8 6 9 30 21 12 26 17 29 25 30 10 24 21 7 12 29 26 14 16 24 7 15 17 15 12 22 20 25 25 6 12 18 24 24 29 19
