method, of, time, sol
exact, 1722.882000000227, 95.93858671188354, 30.0 30.0 30.0 30.0 30.0 30.0 30.0 30.0 28.0 30.0 29.0 26.0 25.0 30.0 22.0 21.0 23.0 21.0 18.0 14.0 13.0 8.0
